Indicator Name,"Indicator Code","Economy Name","Economy Code","2017 [YR2017]"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Eswatini","SWZ","7.85"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Ethiopia","ETH","8.13"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Finland","FIN","13.73"
"Expected Years of School, Male","HD.HCI.EYRS.MA","France","FRA","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Gabon","GAB","7.93"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Gambia, The","GMB","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Georgia","GEO","12.31"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Germany","DEU","13.89"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Ghana","GHA","11.53"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Greece","GRC","12.78"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Guatemala","GTM","9.77"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Guinea","GIN","7.72"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Guyana","GUY","11.72"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Haiti","HTI","11.33"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Honduras","HND","9.75"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Hong Kong SAR, China","HKG","13.43"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Hungary","HUN","12.99"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Iceland","ISL","13.35"
"Expected Years of School, Male","HD.HCI.EYRS.MA","India","IND","10.08"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Indonesia","IDN","12.21"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Iran, Islamic Rep.","IRN","11.7"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Iraq","IRQ","6.73"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Ireland","IRL","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Israel","ISR","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Italy","ITA","13.58"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Jamaica","JAM","11.53"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Japan","JPN","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Jordan","JOR","11.44"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Kazakhstan","KAZ","13.23"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Kenya","KEN","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Kiribati","KIR","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Korea, Rep.","KOR","13.55"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Kosovo","XKX","12.95"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Kuwait","KWT","12.11"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Kyrgyz Republic","KGZ","12.5"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Lao PDR","LAO","10.93"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Latvia","LVA","13.24"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Lebanon","LBN","10.73"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Lesotho","LSO","8.37"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Liberia","LBR","4.37"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Lithuania","LTU","13.55"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Luxembourg","LUX","12.24"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Macao SAR, China","MAC","12.37"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Macedonia, FYR","MKD","11.25"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Madagascar","MDG","7.37"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Malawi","MWI","9.36"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Malaysia","MYS","11.96"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Mali","MLI","6.03"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Malta","MLT","13"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Mauritania","MRT","6.09"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Mauritius","MUS","12.2"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Mexico","MEX","12.42"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Moldova","MDA","11.78"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Mongolia","MNG","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Montenegro","MNE","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Morocco","MAR","10.56"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Mozambique","MOZ","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Myanmar","MMR","9.73"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Namibia","NAM","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Nepal","NPL","11.5"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Netherlands","NLD","13.75"
"Expected Years of School, Male","HD.HCI.EYRS.MA","New Zealand","NZL","13.51"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Nicaragua","NIC","11.24"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Niger","NER","5.81"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Nigeria","NGA","8.69"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Norway","NOR","13.69"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Oman","OMN","13"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Pakistan","PAK","9.54"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Panama","PAN","11.2"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Papua New Guinea","PNG","8.63"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Paraguay","PRY","11.57"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Peru","PER","12.62"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Philippines","PHL","12.57"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Poland","POL","13.13"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Portugal","PRT","13.85"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Qatar","QAT","11.9"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Romania","ROU","12.12"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Russian Federation","RUS","13.81"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Rwanda","RWA","6.35"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Saudi Arabia","SAU","12.59"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Senegal","SEN","7.08"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Serbia","SRB","13.3"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Seychelles","SYC","13.6"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Sierra Leone","SLE","9"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Singapore","SGP","13.87"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Slovak Republic","SVK","12.96"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Slovenia","SVN","13.61"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Solomon Islands","SLB","9.36"
"Expected Years of School, Male","HD.HCI.EYRS.MA","South Africa","ZAF","9.36"
"Expected Years of School, Male","HD.HCI.EYRS.MA","South Sudan","SSD","4.9"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Spain","ESP","13.01"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Sri Lanka","LKA","12.95"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Sudan","SDN","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Sweden","SWE","13.91"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Switzerland","CHE","13.32"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Tajikistan","TJK","11.2"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Tanzania","TZA","7.67"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Thailand","THA","12.62"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Timor-Leste","TLS","9.58"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Togo","TGO","9.49"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Tonga","TON","10.61"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Trinidad and Tobago","TTO","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Tunisia","TUN","9.66"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Turkey","TUR","12.2"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Tuvalu","TUV","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Uganda","UGA","6.98"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Ukraine","UKR","12.93"
"Expected Years of School, Male","HD.HCI.EYRS.MA","United Arab Emirates","ARE","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","United Kingdom","GBR","13.91"
"Expected Years of School, Male","HD.HCI.EYRS.MA","United States","USA","13.28"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Uruguay","URY","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Vanuatu","VUT","10.53"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Vietnam","VNM","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","West Bank and Gaza","PSE","11.19"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Yemen, Rep.","YEM","8.7"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Zambia","ZMB","NA"
"Expected Years of School, Male","HD.HCI.EYRS.MA","Zimbabwe","ZWE","10.03"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Afghanistan","AFG","0.591"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Albania","ALB","0.7681"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Algeria","DZA","0.8831"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Angola","AGO","0.6243"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Argentina","ARG","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Armenia","ARM","0.906"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Australia","AUS","0.98"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Austria","AUT","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Azerbaijan","AZE","0.82"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Bahrain","BHR","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Bangladesh","BGD","0.6382"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Belgium","BEL","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Benin","BEN","0.6596"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Bosnia and Herzegovina","BIH","0.9111"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Botswana","BWA","0.686"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Brazil","BRA","0.94"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Bulgaria","BGR","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Burkina Faso","BFA","0.727"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Burundi","BDI","0.4405"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Cambodia","KHM","0.6756"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Cameroon","CMR","0.683"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Canada","CAN","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Chad","TCD","0.6023"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Chile","CHL","0.9751"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","China","CHN","0.919"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Colombia","COL","0.892"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Comoros","COM","0.6888"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Congo, Dem. Rep.","COD","0.5731"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Congo, Rep.","COG","0.788"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Costa Rica","CRI","0.944"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Cote d'Ivoire","CIV","0.784"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Croatia","HRV","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Cyprus","CYP","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Czech Republic","CZE","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Denmark","DNK","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Dominican Republic","DOM","0.9288"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Ecuador","ECU","0.7606"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Egypt, Arab Rep.","EGY","0.7774"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","El Salvador","SLV","0.8635"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Estonia","EST","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Eswatini","SWZ","0.7445"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Ethiopia","ETH","0.616"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Finland","FIN","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","France","FRA","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Gabon","GAB","0.8297"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Gambia, The","GMB","0.7543"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Georgia","GEO","0.887"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Germany","DEU","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Ghana","GHA","0.812"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Greece","GRC","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Guatemala","GTM","0.5329"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Guinea","GIN","0.676"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Guyana","GUY","0.8873"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Haiti","HTI","0.7796"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Honduras","HND","0.7738"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Hong Kong SAR, China","HKG","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Hungary","HUN","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Iceland","ISL","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","India","IND","0.6211"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Indonesia","IDN","0.664"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Iran, Islamic Rep.","IRN","0.932"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Iraq","IRQ","0.7794"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Ireland","IRL","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Israel","ISR","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Italy","ITA","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Jamaica","JAM","0.938"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Japan","JPN","0.929"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Jordan","JOR","0.9222"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Kazakhstan","KAZ","0.9196"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Kenya","KEN","0.7381"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Kiribati","KIR","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Korea, Rep.","KOR","0.975"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Kosovo","XKX","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Kuwait","KWT","0.951"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Kyrgyz Republic","KGZ","0.8708"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Lao PDR","LAO","0.6698"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Latvia","LVA","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Lebanon","LBN","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Lesotho","LSO","0.666"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Liberia","LBR","0.679"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Lithuania","LTU","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Luxembourg","LUX","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Macao SAR, China","MAC","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Macedonia, FYR","MKD","0.9505"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Madagascar","MDG","0.508"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Malawi","MWI","0.6261"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Malaysia","MYS","0.793"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Mali","MLI","0.6958"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Malta","MLT","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Mauritania","MRT","0.721"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Mauritius","MUS","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Mexico","MEX","0.8762"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Moldova","MDA","0.9359"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Mongolia","MNG","0.8919"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Montenegro","MNE","0.9061"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Morocco","MAR","0.849"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Mozambique","MOZ","0.5706"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Myanmar","MMR","0.7063"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Namibia","NAM","0.7728"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Nepal","NPL","0.6398"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Netherlands","NLD","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","New Zealand","NZL","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Nicaragua","NIC","0.8274"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Niger","NER","0.578"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Nigeria","NGA","0.5642"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Norway","NOR","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Oman","OMN","0.859"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Pakistan","PAK","0.5503"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Panama","PAN","0.809"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Papua New Guinea","PNG","0.505"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Paraguay","PRY","0.944"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Peru","PER","0.869"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Philippines","PHL","0.666"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Poland","POL","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Portugal","PRT","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Qatar","QAT","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Romania","ROU","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Russian Federation","RUS","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Rwanda","RWA","0.633"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Saudi Arabia","SAU","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Senegal","SEN","0.829"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Serbia","SRB","0.9402"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Seychelles","SYC","0.921"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Sierra Leone","SLE","0.736"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Singapore","SGP","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Slovak Republic","SVK","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Slovenia","SVN","NA"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Solomon Islands","SLB","0.6836"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","South Africa","ZAF","0.726"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","South Sudan","SSD","0.6872"
Fraction of Children Under 5 Not Stunted,"HD.HCI.STNT","Spain","ESP","NA"
