Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Burkina Faso (BFA)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Burkina Faso (BFA)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2016."
FootNote,"Bangladesh (BGD)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bangladesh (BGD)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bangladesh (BGD)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bangladesh (BGD)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bangladesh (BGD)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bangladesh (BGD)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bangladesh (BGD)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bangladesh (BGD)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bangladesh (BGD)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bangladesh (BGD)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bangladesh (BGD)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bangladesh (BGD)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bangladesh (BGD)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Bangladesh (BGD)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Bangladesh (BGD)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Bulgaria (BGR)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bulgaria (BGR)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bulgaria (BGR)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bulgaria (BGR)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bulgaria (BGR)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bulgaria (BGR)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bulgaria (BGR)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bulgaria (BGR)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bulgaria (BGR)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bulgaria (BGR)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bulgaria (BGR)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bulgaria (BGR)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bahrain (BHR)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bahrain (BHR)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bahrain (BHR)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bahrain (BHR)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bahrain (BHR)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bahrain (BHR)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Bahrain (BHR)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bahrain (BHR)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bahrain (BHR)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bahrain (BHR)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bahrain (BHR)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bahrain (BHR)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bosnia and Herzegovina (BIH)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bosnia and Herzegovina (BIH)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bosnia and Herzegovina (BIH)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bosnia and Herzegovina (BIH)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"Bosnia and Herzegovina (BIH)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"Bosnia and Herzegovina (BIH)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"Bosnia and Herzegovina (BIH)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bosnia and Herzegovina (BIH)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bosnia and Herzegovina (BIH)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Bosnia and Herzegovina (BIH)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bosnia and Herzegovina (BIH)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bosnia and Herzegovina (BIH)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Bosnia and Herzegovina (BIH)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Bosnia and Herzegovina (BIH)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Bosnia and Herzegovina (BIH)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Brazil (BRA)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Brazil (BRA)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Brazil (BRA)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Brazil (BRA)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Brazil (BRA)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Brazil (BRA)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Brazil (BRA)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Brazil (BRA)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Brazil (BRA)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Brazil (BRA)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Brazil (BRA)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2009 from the Brasil Pesquisa de Orçamentos Familiares 2008-2009."
FootNote,"Brazil (BRA)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2009 from the Brasil Pesquisa de Orçamentos Familiares 2008-2009."
FootNote,"Brazil (BRA)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2009 from the Brasil Pesquisa de Orçamentos Familiares 2008-2009."
FootNote,"Botswana (BWA)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Botswana (BWA)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Botswana (BWA)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Botswana (BWA)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition."
FootNote,"Botswana (BWA)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition."
FootNote,"Botswana (BWA)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition."
FootNote,"Botswana (BWA)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Botswana (BWA)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Botswana (BWA)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Botswana (BWA)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Botswana (BWA)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Botswana (BWA)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Botswana (BWA)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2007."
FootNote,"Canada (CAN)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Canada (CAN)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Canada (CAN)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Canada (CAN)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition."
FootNote,"Canada (CAN)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition."
FootNote,"Canada (CAN)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition."
FootNote,"Canada (CAN)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Canada (CAN)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
